URL,title
https://bib-pubdb1.desy.de/record/622256,High-resolution X-ray phase-contrast tomography of human placenta with different wavefront markers
https://bib-pubdb1.desy.de/record/641740,Follicle-like niches outside the cortex? 3D phase-contrast µCT revealed medullary B cell nodules in mucosa-draining lymph nodes
https://bib-pubdb1.desy.de/record/639347,Quantifying hygroscopic deformation in lignocellulosic tissues: a digital volume correlation tool comparison
https://bib-pubdb1.desy.de/record/639445,Beyond the bilayer: multilayered hygroscopic actuation in pine cone scales
https://bib-pubdb1.desy.de/record/623159,An insect † Archaeopteryx : Cretaceous amber fossil elucidates the evolution of complex host detection and ovipositor mechanisms in parasitoid woodwasps (Hymenoptera: Orussoidea)
https://bib-pubdb1.desy.de/record/625243,The first detailed morphological treatment of a Cretaceous psocid and the character evolution of Trogiomorpha (Insecta: Psocodea)
https://bib-pubdb1.desy.de/record/639416,Glutamate as a bio-compatible electrolyte additive for sustainable high-performance magnesium-air batteries
https://bib-pubdb1.desy.de/record/639323,Self-supervised physics-informed generative networks for phase retrieval from a single X-ray hologram
https://bib-pubdb1.desy.de/record/627758,In Situ Synchrotron X-Ray Diffraction Analyses of the Low-Pressure Carburizing Process on Steel AISI 5120 Using a Reflection Setup
https://bib-pubdb1.desy.de/record/637653,Phase-Separation-Driven Cracking in Additive Manufacturing of Ni-Cu Alloy Systems
https://bib-pubdb1.desy.de/record/626432,None
https://bib-pubdb1.desy.de/record/623243,First detected oxide phase on Co-Cr-Fe-Mn-Ni-Si changes from spinel-type to corundum-type with decreasing Co content – An in-situ synchrotron study
https://bib-pubdb1.desy.de/record/625296,Texture tomography with high angular resolution utilizing sparsity
https://bib-pubdb1.desy.de/record/624658,High strength and ductility in a rare-earth free magnesium alloy processed by rotary swaging and flash annealing 
https://bib-pubdb1.desy.de/record/639415,Methane splitting to hydrogen and base growth carbon nanotubes over Fe-based catalysts
https://bib-pubdb1.desy.de/record/638438,In situ diffraction study on the annealing performance of a rapidly solidified ribbon consolidated Mg-Ca-Y-Zn-Mn alloy
https://bib-pubdb1.desy.de/record/638443,Combined in situ X-ray diffraction and tomography study on the evolution of the microstructure in 316L stainless steel foams during compression
https://bib-pubdb1.desy.de/record/636256,None
https://bib-pubdb1.desy.de/record/627902,Structural response of silicon-containing graphite anodes on lithium intercalation
https://bib-pubdb1.desy.de/record/638445,None
https://bib-pubdb1.desy.de/record/637944,Liquid-liquid phase transition and chemical phase separation in Cu-Zr-Al-Y bulk glass-forming supercooled liquid
https://bib-pubdb1.desy.de/record/623685,Mechanical behavior anisotropy of multilayered metallic composites revealed by in-situ synchrotron X-ray diffraction: Example of Ti/Nb laminates processed by accumulative roll bonding
https://bib-pubdb1.desy.de/record/638431,The effect of proton irradiation dose rate on the evolution of microstructure in Zr alloys: A synchrotron microbeam X-ray, TEM, and APT study
https://bib-pubdb1.desy.de/record/633015,Defect-driven relaxation of nanostructured Cu examined by in situ heating high-energy synchrotron X-ray microbeam diffraction
https://bib-pubdb1.desy.de/record/636255,None
https://bib-pubdb1.desy.de/record/637943,Recrystallization-accelerated precipitation, structural evolution, and residual stress relaxation in nanostructured Al–Cu–Li alloy: an in situ microbeam synchrotron high-energy X-ray diffraction study
https://bib-pubdb1.desy.de/record/626410,Effect of particle reinforcements on the texture and dislocation activities of magnesium matrix composites
https://bib-pubdb1.desy.de/record/639468,Reducing plastic anisotropy through stress induced martensitic transformation in an additively manufactured metastable medium entropy alloy
https://bib-pubdb1.desy.de/record/637940,Parallax in angular sensitive powder diffraction tomography
https://bib-pubdb1.desy.de/record/632986,Size-dependent stress response of nanoscale B2 intermetallic precipitates revealed by in-situ high-energy X-ray diffraction
https://bib-pubdb1.desy.de/record/633154,Deconvoluting cracking mechanisms in fusion processing of steel-copper multi-materials via Operando X-ray characterisation
https://bib-pubdb1.desy.de/record/642147,None
https://bib-pubdb1.desy.de/record/626413,Fabrication and deformation mechanism analysis of an AlCoCrFeNi/magnesium composite
https://bib-pubdb1.desy.de/record/627884,Surface grain orientation mapping using grazing incidence X-ray diffraction
https://bib-pubdb1.desy.de/record/623583,Segregation-guided alloy design via tailored solidification behavior
https://bib-pubdb1.desy.de/record/637350,Harnessing additive manufacturing-induced microstructure and solute heterogeneities for the design of precipitation-strengthened alloys
https://bib-pubdb1.desy.de/record/641822,High-entropy alloy mapping in the Co-Cr-Fe-Mo-Ni-W compositional library using a combinatorial thin film
https://bib-pubdb1.desy.de/record/626411,Creep strength of Mg-Y-Zn alloys containing long-period stacking ordered structures
https://bib-pubdb1.desy.de/record/632969,None
https://bib-pubdb1.desy.de/record/642084,Temperature-dependent thermal conductivity and microscopic mechanisms in a Mg-Al-Y alloy
https://bib-pubdb1.desy.de/record/637927,Effects of reinforcement distribution on stress heterogeneity in magnesium matrix composites: In-situ synchrotron experiments and crystal plasticity modeling
https://bib-pubdb1.desy.de/record/625581,Direct evidence and kinetics of Cu precipitation in the austenite phase of a maraging stainless steel
https://bib-pubdb1.desy.de/record/626409,Effect of Strain Rate on Deformation Mechanisms of a Mg Alloy
https://bib-pubdb1.desy.de/record/636257,Effect of Zn and Al alloying on slip system activation and strengthening mechanisms in magnesium alloys
